Ex-Dividend Date,Type,Amount,Declaration Date,Record Date,Payment Date,Currency
11/18/2025,Cash,$0.77,10/21/2025,11/18/2025,11/25/2025,USD
08/19/2025,Cash,$0.77,07/22/2025,08/19/2025,08/27/2025,USD
05/19/2025,Cash,$0.77,04/23/2025,05/19/2025,05/28/2025,USD
