Ex-Dividend Date,Type,Amount,Declaration Date,Record Date,Payment Date,Currency
11/18/2025,Cash,$0.31,10/29/2025,11/18/2025,11/26/2025,USD
08/18/2025,Cash,$0.31,07/30/2025,08/18/2025,08/26/2025,USD
05/19/2025,Cash,$0.31,04/30/2025,05/19/2025,05/28/2025,USD
02/18/2025,Cash,$0.31,02/05/2025,02/18/2025,02/26/2025,USD
11/19/2024,Cash,$0.30,10/30/2024,11/19/2024,11/27/2024,USD
08/20/2024,Cash,$0.30,07/31/2024,08/20/2024,08/28/2024,USD
05/17/2024,Cash,$0.30,05/01/2024,05/20/2024,05/29/2024,USD
02/16/2024,Cash,$0.30,02/06/2024,02/20/2024,02/28/2024,USD
11/20/2023,Cash,$0.29,11/01/2023,11/21/2023,11/30/2023,USD
08/18/2023,Cash,$0.29,08/02/2023,08/21/2023,08/29/2023,USD
05/18/2023,Cash,$0.29,05/03/2023,05/19/2023,05/30/2023,USD
02/16/2023,Cash,$0.29,N/A,02/17/2023,02/28/2023,USD
11/17/2022,Cash,$0.27,11/02/2022,11/18/2022,11/29/2022,USD
08/18/2022,Cash,$0.27,07/26/2022,08/19/2022,08/30/2022,USD
05/19/2022,Cash,$0.27,05/04/2022,05/20/2022,05/31/2022,USD
02/17/2022,Cash,$0.27,02/02/2022,02/18/2022,03/01/2022,USD
11/18/2021,Cash,$0.24,10/27/2021,11/19/2021,11/30/2021,USD
08/19/2021,Cash,$0.24,07/28/2021,08/20/2021,08/31/2021,USD
05/19/2021,Cash,$0.24,05/05/2021,05/20/2021,05/28/2021,USD
02/17/2021,Cash,$0.24,02/03/2021,02/18/2021,02/26/2021,USD
11/18/2020,Cash,$0.22,10/28/2020,11/19/2020,11/30/2020,USD
08/20/2020,Cash,$0.22,07/29/2020,08/21/2020,08/31/2020,USD
05/19/2020,Cash,$0.22,05/07/2020,05/20/2020,05/29/2020,USD
02/14/2020,Cash,$0.22,N/A,02/18/2020,02/28/2020,USD
11/18/2019,Cash,$0.20,10/30/2019,11/19/2019,11/29/2019,USD
08/21/2019,Cash,$0.20,07/31/2019,08/22/2019,08/30/2019,USD
05/21/2019,Cash,$0.20,05/01/2019,05/22/2019,05/31/2019,USD
02/20/2019,Cash,$0.20,02/04/2019,02/21/2019,02/28/2019,USD
11/19/2018,Cash,$0.20,10/29/2018,11/20/2018,11/30/2018,USD
08/21/2018,Cash,$0.20,08/02/2018,08/22/2018,08/31/2018,USD
05/21/2018,Cash,$0.20,05/07/2018,05/22/2018,05/31/2018,USD
02/21/2018,Cash,$0.20,02/07/2018,02/22/2018,02/28/2018,USD
11/17/2017,Cash,$0.15,11/01/2017,11/20/2017,11/30/2017,USD
08/18/2017,Cash,$0.15,08/02/2017,08/22/2017,08/31/2017,USD
05/18/2017,Cash,$0.15,05/05/2017,05/22/2017,05/31/2017,USD
