Ex-Dividend Date,Type,Amount,Declaration Date,Record Date,Payment Date,Currency
11/17/2025,Cash,$1.90,11/06/2025,11/17/2025,12/02/2025,USD
08/18/2025,Cash,$1.90,08/07/2025,08/18/2025,09/03/2025,USD
05/19/2025,Cash,$1.90,05/08/2025,05/19/2025,06/03/2025,USD
02/24/2025,Cash,$1.70,02/13/2025,02/24/2025,03/04/2025,USD
11/18/2024,Cash,$1.70,11/07/2024,11/18/2024,12/03/2024,USD
08/15/2024,Cash,$1.45,08/01/2024,08/15/2024,09/03/2024,USD
05/14/2024,Cash,$1.45,05/02/2024,05/15/2024,05/31/2024,USD
02/15/2024,Cash,$1.45,02/07/2024,02/19/2024,03/01/2024,USD
11/14/2023,Cash,$1.45,11/02/2023,11/15/2023,12/01/2023,USD
08/14/2023,Cash,$1.30,08/03/2023,08/15/2023,09/01/2023,USD
05/12/2023,Cash,$1.30,05/04/2023,05/15/2023,06/01/2023,USD
02/10/2023,Cash,$1.30,02/02/2023,02/13/2023,03/01/2023,USD
11/14/2022,Cash,$1.30,11/03/2022,11/15/2022,12/01/2022,USD
08/12/2022,Cash,$1.30,08/04/2022,08/15/2022,09/01/2022,USD
05/13/2022,Cash,$1.05,05/05/2022,05/16/2022,06/01/2022,USD
02/11/2022,Cash,$1.05,02/02/2022,02/14/2022,03/01/2022,USD
11/12/2021,Cash,$1.05,11/04/2021,11/15/2021,12/01/2021,USD
08/13/2021,Cash,$1.05,08/05/2021,08/16/2021,09/01/2021,USD
05/14/2021,Cash,$0.90,05/06/2021,05/17/2021,06/01/2021,USD
02/18/2021,Cash,$0.90,02/09/2021,02/19/2021,03/02/2021,USD
11/13/2020,Cash,$0.90,11/05/2020,11/16/2020,12/01/2020,USD
08/14/2020,Cash,$0.90,08/06/2020,08/17/2020,09/01/2020,USD
05/15/2020,Cash,$0.85,05/07/2020,05/18/2020,06/02/2020,USD
02/20/2020,Cash,$0.85,02/11/2020,02/22/2020,03/05/2020,USD
11/15/2019,Cash,$0.85,11/06/2019,11/18/2019,12/03/2019,USD
08/14/2019,Cash,$0.75,08/01/2019,08/15/2019,09/03/2019,USD
05/14/2019,Cash,$0.75,05/03/2019,05/15/2019,06/04/2019,USD
02/14/2019,Cash,$0.75,01/31/2019,02/15/2019,03/01/2019,USD
11/15/2018,Cash,$0.75,11/07/2018,11/17/2018,12/04/2018,USD
08/14/2018,Cash,$0.75,08/02/2018,08/15/2018,08/31/2018,USD
05/14/2018,Cash,$0.75,05/03/2018,05/15/2018,06/01/2018,USD
02/14/2018,Cash,$0.59,02/01/2018,02/15/2018,03/01/2018,USD
11/14/2017,Cash,$0.59,11/01/2017,11/15/2017,12/01/2017,USD
08/11/2017,Cash,$0.59,08/03/2017,08/15/2017,09/01/2017,USD
05/11/2017,Cash,$0.54,05/04/2017,05/15/2017,06/01/2017,USD
02/13/2017,Cash,$0.54,02/02/2017,02/15/2017,03/01/2017,USD
11/10/2016,Cash,$0.54,11/02/2016,11/15/2016,12/01/2016,USD
08/11/2016,Cash,$0.52,08/04/2016,08/15/2016,09/01/2016,USD
05/12/2016,Cash,$0.52,05/05/2016,05/16/2016,06/01/2016,USD
02/11/2016,Cash,$0.52,02/04/2016,02/16/2016,03/01/2016,USD
11/12/2015,Cash,$0.52,11/04/2015,11/16/2015,12/01/2015,USD
08/13/2015,Cash,$0.52,08/06/2015,08/17/2015,09/01/2015,USD
05/14/2015,Cash,$0.50,05/07/2015,05/18/2015,06/01/2015,USD
02/12/2015,Cash,$0.50,02/05/2015,02/17/2015,03/02/2015,USD
11/26/2014,Cash,$16.50,11/19/2014,12/01/2014,12/09/2014,USD
11/13/2014,Cash,$0.50,11/06/2014,11/17/2014,12/01/2014,USD
08/14/2014,Cash,$0.50,08/07/2014,08/18/2014,09/02/2014,USD
05/15/2014,Cash,$0.45,05/08/2014,05/19/2014,06/02/2014,USD
02/13/2014,Cash,$0.45,02/06/2014,02/18/2014,03/03/2014,USD
11/14/2013,Cash,$0.45,11/07/2013,11/18/2013,12/02/2013,USD
08/14/2013,Cash,$0.45,08/06/2013,08/16/2013,09/03/2013,USD
