Ex-Dividend Date,Type,Amount,Declaration Date,Record Date,Payment Date,Currency
11/19/2025,Cash,$0.76,10/15/2025,11/19/2025,12/03/2025,USD
08/20/2025,Cash,$0.76,07/16/2025,08/20/2025,09/03/2025,USD
05/21/2025,Cash,$0.76,04/16/2025,05/21/2025,06/04/2025,USD
02/19/2025,Cash,$0.76,01/23/2025,02/19/2025,03/05/2025,USD
11/20/2024,Cash,$0.74,10/17/2024,11/20/2024,12/04/2024,USD
08/21/2024,Cash,$0.74,07/17/2024,08/21/2024,09/04/2024,USD
05/21/2024,Cash,$0.74,04/17/2024,05/22/2024,06/05/2024,USD
02/13/2024,Cash,$0.74,01/18/2024,02/14/2024,02/28/2024,USD
11/07/2023,Cash,$0.72,10/11/2023,11/08/2023,11/22/2023,USD
08/01/2023,Cash,$0.72,07/12/2023,08/02/2023,08/16/2023,USD
05/09/2023,Cash,$0.72,04/12/2023,05/10/2023,05/24/2023,USD
02/07/2023,Cash,$0.72,01/19/2023,02/08/2023,02/22/2023,USD
11/01/2022,Cash,$0.70,10/12/2022,11/02/2022,11/16/2022,USD
08/02/2022,Cash,$0.70,07/13/2022,08/03/2022,08/17/2022,USD
05/03/2022,Cash,$0.70,04/13/2022,05/04/2022,05/18/2022,USD
02/08/2022,Cash,$0.70,01/20/2022,02/09/2022,02/23/2022,USD
11/02/2021,Cash,$0.66,10/14/2021,11/03/2021,11/17/2021,USD
08/03/2021,Cash,$0.66,07/13/2021,08/04/2021,08/18/2021,USD
05/11/2021,Cash,$0.66,04/13/2021,05/12/2021,05/26/2021,USD
02/09/2021,Cash,$0.66,01/19/2021,02/10/2021,02/24/2021,USD
11/09/2020,Cash,$0.60,10/14/2020,11/11/2020,11/25/2020,USD
08/04/2020,Cash,$0.60,07/16/2020,08/05/2020,08/19/2020,USD
05/12/2020,Cash,$0.60,04/21/2020,05/13/2020,05/27/2020,USD
02/11/2020,Cash,$0.60,01/21/2020,02/12/2020,02/26/2020,USD
11/05/2019,Cash,$0.51,10/15/2019,11/06/2019,11/20/2019,USD
08/06/2019,Cash,$0.51,07/16/2019,08/07/2019,08/21/2019,USD
05/07/2019,Cash,$0.51,04/16/2019,05/08/2019,05/22/2019,USD
02/12/2019,Cash,$0.51,01/22/2019,02/13/2019,02/27/2019,USD
11/06/2018,Cash,$0.42,10/16/2018,11/07/2018,11/21/2018,USD
08/08/2018,Cash,$0.42,07/17/2018,08/09/2018,08/23/2018,USD
05/08/2018,Cash,$0.42,04/17/2018,05/09/2018,05/23/2018,USD
02/13/2018,Cash,$0.42,01/16/2018,02/14/2018,02/28/2018,USD
11/07/2017,Cash,$0.33,10/18/2017,11/08/2017,11/22/2017,USD
08/08/2017,Cash,$0.33,07/19/2017,08/10/2017,08/24/2017,USD
05/09/2017,Cash,$0.33,04/19/2017,05/11/2017,05/25/2017,USD
02/07/2017,Cash,$0.33,01/18/2017,02/09/2017,02/23/2017,USD
11/07/2016,Cash,$0.26,10/19/2016,11/09/2016,11/23/2016,USD
08/09/2016,Cash,$0.26,07/20/2016,08/11/2016,08/25/2016,USD
05/10/2016,Cash,$0.26,04/20/2016,05/12/2016,05/26/2016,USD
02/09/2016,Cash,$0.26,01/19/2016,02/11/2016,02/25/2016,USD
11/02/2015,Cash,$0.20,10/14/2015,11/04/2015,11/18/2015,USD
08/04/2015,Cash,$0.20,07/15/2015,08/06/2015,08/20/2015,USD
05/05/2015,Cash,$0.20,04/15/2015,05/07/2015,05/21/2015,USD
02/10/2015,Cash,$0.20,01/21/2015,02/12/2015,02/26/2015,USD
11/04/2014,Cash,$0.16,10/15/2014,11/06/2014,11/20/2014,USD
08/05/2014,Cash,$0.16,07/16/2014,08/07/2014,08/21/2014,USD
05/06/2014,Cash,$0.16,04/16/2014,05/08/2014,05/22/2014,USD
02/11/2014,Cash,$0.16,01/22/2014,02/13/2014,02/27/2014,USD
11/05/2013,Cash,$0.13,10/16/2013,11/07/2013,11/21/2013,USD
08/06/2013,Cash,$0.13,07/17/2013,08/08/2013,08/22/2013,USD
02/12/2013,Cash,$0.13,01/23/2013,02/14/2013,02/28/2013,USD
