Ex-Dividend Date,Type,Amount,Declaration Date,Record Date,Payment Date,Currency
10/08/2025,Cash,$0.168,08/20/2025,10/08/2025,10/23/2025,USD
12/04/2023,Cash,$0.18,11/14/2023,12/05/2023,12/21/2023,USD
